Production Year,Car Mileage,Cost,Id
1993,107869,40000,7455
1986,205998,40000,7456
2016,88499,40000,7457
2019,106224,3000,7458
2022,200281,40000,7459
1972,195611,40000,7460
2006,230595,3000,7461
1983,195961,3000,7462
2006,255176,3000,7463
2022,281584,3000,7464
2011,95946,3000,7465
2016,169515,40000,7466
1979,168692,40000,7467
1999,31392,40000,7468
2020,266103,40000,7469
1985,95522,3000,7470
1973,279816,40000,7471
2006,144891,40000,7472
2017,275674,3000,7473
1975,141664,40000,7474
2005,247692,40000,7475
1985,275613,3000,7476
1973,164272,3000,7477
2002,70193,40000,7478
2000,257442,40000,7479
2001,86487,40000,7480
2004,44540,3000,7481
1993,247055,3000,7482
2002,13909,40000,7483
1974,216610,40000,7484
2023,230469,3000,7485
1984,140015,3000,7486
2019,75437,40000,7487
2011,60415,40000,7488
1974,234965,3000,7489
2016,227364,40000,7490
2005,212196,3000,7491
2007,282880,40000,7492
2023,203032,40000,7493
1977,45704,3000,7494
1979,27666,3000,7495
2000,286072,3000,7496
1982,51764,40000,7497
1972,34434,40000,7498
1970,223634,3000,7499
1977,261655,40000,7500
1975,61656,3000,7501
1976,270155,40000,7502
2014,52849,3000,7503
1973,293065,40000,7504
1990,202697,40000,7505
1999,188056,3000,7506
2007,202990,40000,7507
2020,77736,40000,7508
1972,18668,40000,7509
1998,59301,40000,7510
2022,81473,40000,7511
2014,274396,3000,7512
1991,161348,40000,7513
2002,22389,3000,7514
2011,143616,3000,7515
2010,213288,40000,7516
1977,107000,3000,7517
2005,160716,3000,7518
2013,36308,40000,7519
1972,92528,3000,7520
2011,242676,3000,7521
1979,3288,3000,7522
2022,81563,3000,7523
2019,125188,3000,7524
1997,7457,40000,7525
2018,273317,40000,7526
1989,33770,40000,7527
2003,208749,40000,7528
1973,58263,40000,7529
2021,250691,40000,7530
1985,57496,3000,7531
2011,252186,3000,7532
2006,117489,40000,7533
1975,185628,40000,7534
1991,208670,40000,7535
2004,89099,40000,7536
2019,149787,3000,7537
2003,88104,40000,7538
2019,30565,3000,7539
2022,272961,3000,7540
1974,285381,3000,7541
1971,34237,3000,7542
1998,225535,40000,7543
2023,215386,3000,7544
1987,205278,3000,7545
1990,121206,40000,7546
2010,67494,3000,7547
1972,228426,40000,7548
2015,179494,40000,7549
1987,190231,40000,7550
1982,874,40000,7551
1992,259536,3000,7552
1983,271716,3000,7553
1991,62878,3000,7554
2009,139480,40000,7555
2003,277302,3000,7556
1982,160675,40000,7557
2005,138822,40000,7558
1970,27285,3000,7559
1991,233945,3000,7560
2014,246463,40000,7561
1990,78710,3000,7562
1978,170396,3000,7563
2008,118880,3000,7564
1982,283863,3000,7565
2021,160300,3000,7566
1984,55979,3000,7567
1980,180539,40000,7568
1989,259824,3000,7569
1998,82768,3000,7570
1982,271526,3000,7571
2021,116889,40000,7572
2016,262732,3000,7573
1989,174248,3000,7574
2011,64748,40000,7575
1981,204809,3000,7576
1990,45808,40000,7577
1980,174994,40000,7578
1985,216862,40000,7579
2010,88665,40000,7580
2023,48743,40000,7581
2000,7547,40000,7582
2009,219081,40000,7583
2009,37702,40000,7584
2011,138873,40000,7585
1989,68921,40000,7586
2016,263067,3000,7587
2020,250692,40000,7588
1995,163569,40000,7589
1982,209542,3000,7590
1983,38120,40000,7591
1974,19024,3000,7592
1989,87729,40000,7593
1988,48999,3000,7594
1989,216965,3000,7595
2000,261391,40000,7596
2001,275897,3000,7597
1979,293262,40000,7598
1980,128817,3000,7599
1991,100333,40000,7600
1971,94940,3000,7601
2020,97808,3000,7602
1977,294846,40000,7603
1998,123961,3000,7604
1997,295483,40000,7605
2018,50693,40000,7606
1974,297366,3000,7607
2019,155159,3000,7608
1978,51111,3000,7609
2006,16867,3000,7610
2020,237440,3000,7611
1997,14488,3000,7612
1994,34135,40000,7613
1975,215575,3000,7614
2004,231839,3000,7615
2008,198334,40000,7616
1980,215657,3000,7617
2022,241229,3000,7618
2019,131226,3000,7619
2007,133863,40000,7620
2000,124682,40000,7621
1987,11277,3000,7622
2005,177906,3000,7623
1987,167912,3000,7624
1996,202298,3000,7625
1995,131911,40000,7626
2011,1385,3000,7627
2017,51070,40000,7628
2016,197917,40000,7629
1983,271341,3000,7630
1988,213270,40000,7631
1975,189443,40000,7632
2007,53,40000,7633
2011,258438,3000,7634
2014,258516,40000,7635
2013,107766,3000,7636
2010,188117,3000,7637
2001,207313,3000,7638
1992,246278,3000,7639
2001,246254,3000,7640
1970,269203,3000,7641
2018,122106,3000,7642
2005,29399,3000,7643
2016,212255,40000,7644
1997,160040,3000,7645
1974,294558,40000,7646
1996,98647,40000,7647
2016,150484,3000,7648
1995,36473,3000,7649
1990,34820,3000,7650
1990,21235,3000,7651
1970,248743,40000,7652
1991,276655,3000,7653
1997,139259,3000,7654
2000,109696,40000,7655
1994,189183,40000,7656
1975,112972,3000,7657
1974,27205,40000,7658
2011,81857,40000,7659
1988,293372,3000,7660
2012,101281,3000,7661
1982,137636,40000,7662
1994,250526,3000,7663
1971,155174,40000,7664
2001,242378,3000,7665
1979,201030,40000,7666
1986,254665,40000,7667
2023,80182,40000,7668
2021,202548,3000,7669
1986,135210,3000,7670
1979,180352,40000,7671
2013,208507,40000,7672
2018,223608,3000,7673
1976,225674,3000,7674
1983,265562,40000,7675
2023,181077,40000,7676
2019,67086,40000,7677
2003,156359,40000,7678
2012,6255,3000,7679
1970,73242,40000,7680
1988,20790,3000,7681
1972,284241,3000,7682
2003,81938,40000,7683
1997,298620,3000,7684
2007,6791,3000,7685
1985,180852,3000,7686
2016,59479,40000,7687
2010,3837,3000,7688
2020,226272,3000,7689
1986,81621,40000,7690
2000,263203,40000,7691
1999,45037,40000,7692
2002,290604,3000,7693
1970,1203,40000,7694
2002,279311,3000,7695
1976,198193,40000,7696
2009,75931,40000,7697
1978,273973,3000,7698
2003,143788,3000,7699
1993,41273,40000,7700
1991,152666,3000,7701
2016,27232,40000,7702
2013,275049,3000,7703
1978,208402,3000,7704
1974,253549,40000,7705
2023,239984,40000,7706
2016,13418,40000,7707
1997,222163,40000,7708
2019,176462,3000,7709
2021,124769,3000,7710
1996,172898,3000,7711
2009,218469,40000,7712
1970,44720,3000,7713
1983,140024,40000,7714
1993,204068,40000,7715
2014,166186,40000,7716
2021,34121,3000,7717
1982,6584,3000,7718
1971,225185,3000,7719
1996,102002,3000,7720
2019,151027,40000,7721
1985,266941,40000,7722
1985,139090,40000,7723
1986,265775,3000,7724
2015,155580,3000,7725
2002,290058,40000,7726
1978,178071,3000,7727
2012,40594,3000,7728
2009,179627,3000,7729
1981,266785,40000,7730
1979,68060,3000,7731
1996,262116,40000,7732
1977,10924,40000,7733
1980,55220,40000,7734
2009,29128,3000,7735
1999,280384,3000,7736
2015,234038,40000,7737
2008,202867,40000,7738
2010,287657,3000,7739
2007,156347,40000,7740
1978,67466,3000,7741
1977,296779,40000,7742
1991,213172,3000,7743
2019,15355,3000,7744
2021,223769,40000,7745
1970,101118,40000,7746
1976,163256,3000,7747
1974,258181,40000,7748
1994,62953,40000,7749
1972,249142,40000,7750
2014,17569,3000,7751
1984,149868,3000,7752
1983,92006,3000,7753
1982,126667,40000,7754
2017,92727,40000,7755
2001,77233,3000,7756
1996,129886,40000,7757
2018,100609,3000,7758
1980,101345,3000,7759
2002,141365,40000,7760
2023,209354,3000,7761
1975,187739,40000,7762
1990,14529,3000,7763
1993,111675,40000,7764
1973,279778,3000,7765
1973,53311,3000,7766
1982,78705,3000,7767
1973,260593,40000,7768
1988,261498,3000,7769
1985,147446,3000,7770
1986,187934,40000,7771
1996,216722,3000,7772
1988,207972,40000,7773
1973,229003,40000,7774
1987,14730,3000,7775
1994,188386,40000,7776
1998,19343,40000,7777
2010,148876,40000,7778
1999,35506,40000,7779
2008,85802,3000,7780
1986,168076,40000,7781
1979,51934,40000,7782
1977,48310,40000,7783
1980,13708,3000,7784
1979,240025,40000,7785
1997,78654,3000,7786
1972,36783,40000,7787
2016,44866,40000,7788
1984,229196,40000,7789
1998,106149,3000,7790
1992,169022,3000,7791
1986,42041,3000,7792
1991,123660,3000,7793
1991,187281,3000,7794
2000,281095,40000,7795
1999,239529,3000,7796
1993,258572,3000,7797
2007,78215,3000,7798
2023,195514,40000,7799
1997,159675,3000,7800
2023,191952,3000,7801
1982,1038,3000,7802
1970,49954,3000,7803
2022,183844,40000,7804
2012,183221,40000,7805
1984,123398,40000,7806
1971,770,3000,7807
1985,172408,40000,7808
2018,271578,3000,7809
1997,162655,3000,7810
1978,120592,3000,7811
2000,58175,40000,7812
2017,125156,40000,7813
2012,9211,40000,7814
1997,92788,40000,7815
1973,299919,40000,7816
2012,66925,40000,7817
1999,32352,40000,7818
1997,209504,40000,7819
2008,264674,40000,7820
2004,61134,3000,7821
1994,228463,40000,7822
2016,208354,3000,7823
2004,87444,3000,7824
1990,3997,3000,7825
2019,93086,40000,7826
2019,237844,3000,7827
1978,196082,3000,7828
2006,120336,40000,7829
2014,50975,40000,7830
2005,113264,3000,7831
1995,188942,40000,7832
2012,29624,3000,7833
1980,224470,40000,7834
1971,293110,3000,7835
2009,266773,40000,7836
1985,124159,3000,7837
1995,120584,3000,7838
1992,152515,40000,7839
2006,159313,3000,7840
1981,88892,3000,7841
2008,280955,40000,7842
2007,283196,40000,7843
1986,205565,40000,7844
2012,20291,3000,7845
1987,121224,40000,7846
1973,49691,40000,7847
2018,64819,40000,7848
1995,60208,40000,7849
2014,156208,40000,7850
2015,89301,40000,7851
1974,22206,3000,7852
2007,203765,40000,7853
1971,268767,40000,7854
1983,113181,3000,7855
2003,273444,3000,7856
2013,217055,40000,7857
2005,70229,40000,7858
1970,211399,40000,7859
2004,109309,3000,7860
2018,264589,3000,7861
1983,198889,40000,7862
2001,79732,40000,7863
2010,8826,40000,7864
1986,17085,40000,7865
1975,259201,40000,7866
1971,52869,3000,7867
1987,294414,40000,7868
2010,109723,3000,7869
1982,288249,40000,7870
2019,199756,3000,7871
1990,150571,40000,7872
1977,101102,40000,7873
1974,184130,3000,7874
1977,260937,3000,7875
1977,271537,40000,7876
2017,121173,40000,7877
1982,74881,3000,7878
2001,202472,40000,7879
2021,142687,40000,7880
1982,257495,3000,7881
1997,118781,40000,7882
1975,276825,3000,7883
1982,270673,40000,7884
1975,91069,40000,7885
2018,291010,3000,7886
1976,107936,40000,7887
2020,174193,3000,7888
1979,282627,40000,7889
1983,286065,3000,7890
1976,32925,40000,7891
1988,78676,3000,7892
1974,163808,3000,7893
2003,190463,40000,7894
1974,123632,40000,7895
1973,232012,40000,7896
2022,255993,40000,7897
2001,25659,40000,7898
2003,202157,3000,7899
1990,87435,40000,7900
2022,274129,3000,7901
1992,42120,3000,7902
2023,252526,3000,7903
2013,231974,3000,7904
1981,289130,40000,7905
2001,12096,40000,7906
1989,18992,3000,7907
1993,107358,3000,7908
1984,260772,3000,7909
2023,233708,3000,7910
2001,213934,40000,7911
2013,77158,40000,7912
1993,267800,3000,7913
1985,132058,40000,7914
1973,295032,40000,7915
1983,2871,40000,7916
2022,22664,40000,7917
1998,64282,40000,7918
2015,87059,3000,7919
2003,187248,3000,7920
1992,54814,40000,7921
2018,242873,40000,7922
1982,60369,3000,7923
2020,269991,40000,7924
2011,164923,3000,7925
2017,256385,40000,7926
1988,10247,3000,7927
1993,71183,40000,7928
1976,218672,3000,7929
2022,245493,3000,7930
2016,39186,40000,7931
1991,207301,40000,7932
1986,258094,40000,7933
1985,210159,3000,7934
1982,196338,3000,7935
1974,242182,40000,7936
2016,42740,3000,7937
2006,217137,3000,7938
1987,246452,40000,7939
1996,99146,40000,7940
1999,255005,3000,7941
1983,199778,40000,7942
2018,288123,40000,7943
1974,219362,40000,7944
1983,167794,3000,7945
2001,242185,3000,7946
1982,226461,40000,7947
2014,269673,3000,7948
1973,55916,3000,7949
2009,289183,40000,7950
2012,238070,3000,7951
1980,17841,3000,7952
2013,130241,3000,7953
2021,204431,40000,7954
2007,193756,3000,7955
1996,123878,3000,7956
1995,50336,3000,7957
1979,16304,3000,7958
1977,291741,40000,7959
2023,68682,3000,7960
1994,215123,3000,7961
2014,155442,40000,7962
1997,101692,40000,7963
1982,232039,3000,7964
2013,18888,40000,7965
2010,55324,40000,7966
2017,221951,40000,7967
2003,21143,3000,7968
1970,187003,3000,7969
2016,81758,3000,7970
2005,136799,40000,7971
1970,292465,40000,7972
1976,80942,40000,7973
1970,239744,3000,7974
2018,181288,40000,7975
1996,286819,3000,7976
1974,278814,40000,7977
1981,294093,40000,7978
2005,69966,40000,7979
2008,278350,40000,7980
1978,261042,40000,7981
1976,86777,3000,7982
2021,41603,40000,7983
2020,191063,3000,7984
1970,131955,3000,7985
1979,212825,3000,7986
2012,128185,3000,7987
1986,290081,3000,7988
2012,2598,3000,7989
1984,170452,40000,7990
2003,284942,3000,7991
1995,31004,3000,7992
1972,9897,40000,7993
1999,29662,3000,7994
1988,160372,40000,7995
1997,92852,3000,7996
2011,147800,3000,7997
2017,39005,3000,7998
2013,64846,40000,7999
1983,291428,40000,8000
2011,99636,40000,8001
1974,141052,3000,8002
1990,241654,40000,8003
1986,299877,40000,8004
1983,189772,3000,8005
2003,27659,3000,8006
2023,269030,40000,8007
2002,186277,3000,8008
1994,72589,40000,8009
1982,231311,40000,8010
2015,123144,3000,8011
2007,154370,3000,8012
1976,59798,40000,8013
2018,270991,40000,8014
1974,134356,40000,8015
2012,145730,40000,8016
1991,215381,3000,8017
2007,280033,3000,8018
2015,151120,3000,8019
2006,286486,3000,8020
1986,162247,3000,8021
1994,37088,3000,8022
1995,50511,40000,8023
2014,215993,3000,8024
1977,188572,3000,8025
1986,54641,3000,8026
1980,97645,3000,8027
1998,109835,3000,8028
1980,82724,40000,8029
1972,289436,3000,8030
2008,60952,40000,8031
1996,189780,3000,8032
1986,61871,40000,8033
2003,268156,40000,8034
1999,262024,40000,8035
1992,227464,3000,8036
1977,151467,3000,8037
2012,31418,40000,8038
1972,168029,40000,8039
2013,231402,40000,8040
2000,83565,3000,8041
1991,190961,40000,8042
1980,265021,40000,8043
2002,218313,3000,8044
1990,270988,40000,8045
1973,104631,3000,8046
2011,40893,3000,8047
2008,26182,3000,8048
2005,177541,3000,8049
1970,48192,40000,8050
1979,219884,40000,8051
1993,48206,40000,8052
1974,4756,40000,8053
1995,157383,3000,8054
2020,235522,40000,8055
2017,76079,40000,8056
1987,248651,3000,8057
2014,138704,3000,8058
1972,183491,40000,8059
2015,111182,3000,8060
1976,39998,3000,8061
1995,190240,40000,8062
2020,157254,40000,8063
2017,77396,3000,8064
2021,182521,3000,8065
1977,197602,3000,8066
1987,161190,3000,8067
2009,178194,40000,8068
1992,49873,40000,8069
1983,142862,3000,8070
1980,188352,40000,8071
2021,292479,40000,8072
2020,7770,3000,8073
2005,176370,40000,8074
1999,200031,40000,8075
1975,69157,3000,8076
2004,169579,40000,8077
1996,270359,3000,8078
1970,11628,3000,8079
1991,253264,40000,8080
1998,60379,3000,8081
1987,221676,3000,8082
1993,221201,40000,8083
2008,276151,40000,8084
1974,280579,3000,8085
1980,249455,40000,8086
2010,132625,3000,8087
1972,12137,40000,8088
1990,102436,40000,8089
2021,87747,3000,8090
1988,3592,40000,8091
1994,183630,3000,8092
2011,287736,3000,8093
1980,208909,3000,8094
2014,166457,40000,8095
1983,160152,3000,8096
2019,102437,40000,8097
1975,124205,3000,8098
1979,68660,40000,8099
1976,244805,3000,8100
1981,198650,40000,8101
1975,58246,40000,8102
2008,282595,40000,8103
2009,267523,3000,8104
2023,31488,3000,8105
2019,80988,40000,8106
2007,61302,3000,8107
1991,278882,40000,8108
1978,220066,40000,8109
2005,180612,3000,8110
2004,175561,40000,8111
1998,181445,40000,8112
2000,51587,40000,8113
2010,37195,3000,8114
1975,233593,3000,8115
1972,226222,3000,8116
1977,144986,3000,8117
1976,284031,40000,8118
2021,197295,3000,8119
1995,188695,3000,8120
2018,183615,40000,8121
1975,56166,40000,8122
1992,287792,3000,8123
2022,197839,3000,8124
1973,142214,40000,8125
1992,85469,40000,8126
1994,206332,40000,8127
1978,91171,3000,8128
1997,167139,3000,8129
1985,156435,3000,8130
2020,296883,40000,8131
1985,182190,40000,8132
1986,72889,40000,8133
2007,194738,3000,8134
1970,138647,3000,8135
1980,181579,40000,8136
1988,40533,40000,8137
2014,85210,40000,8138
2022,190398,40000,8139
1981,126485,3000,8140
1971,232096,40000,8141
1982,219494,3000,8142
1980,50435,3000,8143
2001,58480,40000,8144
2009,289271,3000,8145
1989,91155,3000,8146
2010,111468,3000,8147
1978,196623,40000,8148
2022,264836,3000,8149
1971,135590,40000,8150
1980,259347,3000,8151
1985,45408,40000,8152
2008,232040,40000,8153
1981,169047,3000,8154
2002,281432,3000,8155
2019,198094,40000,8156
1995,140095,40000,8157
2002,192397,3000,8158
2001,19434,3000,8159
2014,98431,3000,8160
1979,249215,40000,8161
1996,218394,3000,8162
2023,250179,40000,8163
1985,272790,40000,8164
1999,168705,40000,8165
1991,52772,3000,8166
1973,221007,3000,8167
2004,194918,3000,8168
2018,97893,40000,8169
1999,39215,40000,8170
1973,221589,40000,8171
2011,222036,40000,8172
2004,151630,3000,8173
2005,273840,40000,8174
2005,268942,40000,8175
2010,229564,3000,8176
2010,278194,40000,8177
2002,115972,3000,8178
2000,65319,40000,8179
2001,150842,40000,8180
2007,183074,3000,8181
1983,11285,40000,8182
1971,245890,40000,8183
1999,290583,40000,8184
1995,101077,3000,8185
2020,6111,40000,8186
1995,184205,40000,8187
2007,290640,40000,8188
2009,55368,40000,8189
2023,35681,40000,8190
2019,243693,40000,8191
2013,279040,40000,8192
2019,165280,40000,8193
2021,52937,3000,8194
1970,149732,3000,8195
2008,39047,3000,8196
2018,12619,40000,8197
2003,90809,40000,8198
1990,86636,40000,8199
2013,185234,3000,8200
2021,273099,40000,8201
2012,170068,40000,8202
1989,169157,40000,8203
1996,25423,40000,8204
1970,285129,3000,8205
2002,200896,3000,8206
1987,223419,3000,8207
1970,50042,3000,8208
1996,246075,3000,8209
1974,46489,40000,8210
2009,206581,40000,8211
1978,2849,3000,8212
1986,210817,3000,8213
1973,79560,40000,8214
1991,266430,3000,8215
1996,292651,3000,8216
2019,275448,40000,8217
1979,293292,3000,8218
2019,297593,3000,8219
1997,185679,40000,8220
2007,216621,3000,8221
1992,160427,40000,8222
1988,218309,3000,8223
1994,283325,40000,8224
1981,131168,40000,8225
2022,26602,3000,8226
1982,241987,40000,8227
2015,112451,40000,8228
1973,136415,3000,8229
1993,98338,3000,8230
1998,247880,40000,8231
1983,168562,40000,8232
1976,201003,3000,8233
2014,14271,3000,8234
1983,32090,3000,8235
2011,77427,40000,8236
1997,235276,40000,8237
2007,180826,3000,8238
1997,184642,40000,8239
2005,125747,3000,8240
2006,214762,40000,8241
1991,56920,3000,8242
2021,253915,40000,8243
1994,233418,3000,8244
1981,184835,40000,8245
1984,259818,3000,8246
1981,58044,40000,8247
2009,26668,3000,8248
2016,291888,40000,8249
2023,116496,3000,8250
1984,238648,40000,8251
1983,173323,3000,8252
1992,282910,40000,8253
2003,139463,40000,8254
2003,78093,3000,8255
1997,7943,3000,8256
1984,151684,3000,8257
1976,139318,3000,8258
2004,227108,40000,8259
1990,80553,3000,8260
1980,272639,40000,8261
2002,149560,40000,8262
2014,94704,3000,8263
2011,36358,40000,8264
2003,169470,40000,8265
2009,225061,40000,8266
2008,252201,3000,8267
2004,227200,40000,8268
2020,168685,3000,8269
1988,48948,3000,8270
2003,282895,40000,8271
2002,141673,3000,8272
2014,142928,3000,8273
2002,118831,3000,8274
1987,22743,40000,8275
1972,264374,3000,8276
2008,155849,40000,8277
1985,123502,40000,8278
2023,294216,3000,8279
1971,13366,40000,8280
1992,79963,40000,8281
1991,254807,40000,8282
1996,73561,40000,8283
1971,242282,40000,8284
2005,176374,3000,8285
2011,77122,40000,8286
1996,168585,40000,8287
1978,226644,40000,8288
2009,157215,40000,8289
2019,127381,40000,8290
1971,161818,40000,8291
2004,157215,40000,8292
1978,159475,3000,8293
2021,158444,40000,8294
1995,22857,40000,8295
1989,80322,40000,8296
2019,88508,3000,8297
1979,2295,40000,8298
1984,123302,3000,8299
1992,1517,3000,8300
2010,44216,40000,8301
2019,230773,3000,8302
1973,55253,3000,8303
2015,257807,3000,8304
1995,99101,40000,8305
2020,177361,3000,8306
1986,114084,3000,8307
2020,297697,3000,8308
1977,62432,3000,8309
1988,130523,40000,8310
2007,230122,40000,8311
2014,141113,3000,8312
1975,43678,3000,8313
2006,64102,40000,8314
1979,257682,3000,8315
1977,121702,3000,8316
1984,212971,40000,8317
1986,250802,40000,8318
2009,158237,3000,8319
1982,248646,40000,8320
2023,116629,40000,8321
2020,171466,40000,8322
2022,210896,40000,8323
1995,61743,3000,8324
1970,89456,3000,8325
1994,130245,3000,8326
1984,28494,3000,8327
1982,113430,3000,8328
2013,287296,3000,8329
1985,197642,3000,8330
1987,180820,3000,8331
1979,258139,40000,8332
1989,297690,40000,8333
1971,145606,3000,8334
1986,180228,40000,8335
1987,149148,40000,8336
2020,295965,3000,8337
2020,103909,3000,8338
1998,279110,3000,8339
1999,55792,40000,8340
1982,233867,3000,8341
1985,268221,40000,8342
1978,927,40000,8343
1983,13372,40000,8344
2012,255216,40000,8345
1997,140916,3000,8346
1994,169163,40000,8347
2020,180355,3000,8348
2014,206193,40000,8349
1987,33052,40000,8350
2023,53569,3000,8351
1994,152864,3000,8352
2002,18883,40000,8353
2018,200434,40000,8354
1999,83987,40000,8355
1977,160837,40000,8356
2011,289211,40000,8357
2002,215208,40000,8358
1989,285374,40000,8359
1972,78576,3000,8360
1988,211751,3000,8361
2023,247016,40000,8362
1971,86082,3000,8363
1981,112969,40000,8364
2017,296,3000,8365
2021,84242,3000,8366
1984,176384,40000,8367
2011,152910,40000,8368
2000,191719,40000,8369
1972,290719,3000,8370
1971,72677,40000,8371
1979,130859,40000,8372
1985,173145,3000,8373
2003,222112,3000,8374
1985,97569,40000,8375
1991,227463,3000,8376
2021,207549,40000,8377
2001,275913,40000,8378
2017,173794,40000,8379
2016,176689,3000,8380
2002,219846,3000,8381
2016,47583,3000,8382
2019,2263,40000,8383
2015,279864,3000,8384
2020,221477,3000,8385
2000,208204,40000,8386
1982,29374,40000,8387
2019,66955,40000,8388
2023,68446,40000,8389
1999,242352,3000,8390
1995,72362,40000,8391
1970,184788,3000,8392
1971,108220,3000,8393
1981,45148,3000,8394
1990,296842,40000,8395
1978,178772,3000,8396
2005,242303,3000,8397
1971,88757,3000,8398
1991,99249,40000,8399
1994,151191,40000,8400
1978,23424,3000,8401
2023,35310,3000,8402
1973,45135,3000,8403
1978,152363,40000,8404
2006,200375,40000,8405
2014,126243,40000,8406
2011,29862,40000,8407
2020,269906,40000,8408
2000,110193,40000,8409
2000,21611,3000,8410
2002,144597,40000,8411
1976,262361,40000,8412
2018,277318,3000,8413
1976,64441,40000,8414
2015,92751,3000,8415
2005,20867,40000,8416
1989,170899,40000,8417
1991,125220,40000,8418
1997,293048,3000,8419
1972,291557,40000,8420
1994,82745,40000,8421
2007,73172,40000,8422
2016,194975,3000,8423
1998,220173,40000,8424
2006,174235,40000,8425
1980,246462,40000,8426
1985,26868,40000,8427
1994,274877,3000,8428
1977,264680,3000,8429
1990,193585,3000,8430
2016,120313,3000,8431
1986,101142,3000,8432
2014,97709,40000,8433
2012,89603,3000,8434
1976,79405,40000,8435
1975,174106,3000,8436
2008,98865,3000,8437
1995,107378,3000,8438
1983,46279,40000,8439
2003,187730,40000,8440
1997,71824,40000,8441
2014,267166,3000,8442
1992,279165,3000,8443
2017,75290,40000,8444
1989,210965,3000,8445
1981,52614,40000,8446
2014,168167,3000,8447
1987,178496,40000,8448
2007,35706,40000,8449
2022,1920,40000,8450
2021,126984,3000,8451
1994,5986,3000,8452
2001,134893,3000,8453
1992,67161,40000,8454
1999,298410,3000,8455
1986,58868,3000,8456
1991,75241,3000,8457
1970,108498,3000,8458
1981,55741,3000,8459
1975,151730,3000,8460
2020,275100,40000,8461
1984,203160,40000,8462
1983,128037,40000,8463
2006,144422,3000,8464
2000,54833,40000,8465
1986,150416,40000,8466
1985,17238,40000,8467
2003,292555,40000,8468
1978,286293,3000,8469
2009,42470,40000,8470
2019,177523,40000,8471
2010,26302,40000,8472
2015,17281,40000,8473
1973,164672,3000,8474
1972,56053,40000,8475
1996,82,3000,8476
1979,223780,3000,8477
2010,69505,3000,8478
2021,67242,40000,8479
1977,128174,3000,8480
1976,37706,3000,8481
2014,293315,3000,8482
1991,282243,3000,8483
2001,286677,40000,8484
2015,99892,40000,8485
1992,212526,3000,8486
1997,86297,40000,8487
2018,178691,3000,8488
1978,172202,40000,8489
1993,136963,40000,8490
2010,158406,40000,8491
1985,65656,40000,8492
2004,44768,40000,8493
1979,52116,3000,8494
2019,119370,3000,8495
1975,203020,3000,8496
2006,109450,40000,8497
2005,72585,40000,8498
1988,97983,40000,8499
1981,235678,3000,8500
1982,277825,3000,8501
1980,149258,3000,8502
1988,143741,3000,8503
1995,126653,40000,8504
2011,284646,3000,8505
2005,249232,40000,8506
1991,238761,3000,8507
2023,35280,3000,8508
2012,67165,40000,8509
1983,144337,40000,8510
1998,117947,40000,8511
2007,3294,3000,8512
1992,85642,3000,8513
2000,84456,40000,8514
2000,238318,3000,8515
2016,136069,3000,8516
1978,282390,40000,8517
1988,295986,40000,8518
1997,27585,3000,8519
2002,4437,40000,8520
1979,261144,40000,8521
1977,280299,3000,8522
1990,32448,40000,8523
1972,277002,3000,8524
2012,123559,3000,8525
1977,270412,3000,8526
2008,109950,3000,8527
1993,204526,3000,8528
1976,116288,3000,8529
1985,142356,40000,8530
1979,111867,3000,8531
2016,101762,40000,8532
1990,286496,3000,8533
1983,196106,40000,8534
2010,118327,40000,8535
2010,227865,3000,8536
1986,9764,40000,8537
1979,142814,3000,8538
2010,8258,3000,8539
1980,101780,3000,8540
2000,294074,40000,8541
2012,240875,3000,8542
2018,93487,40000,8543
1977,145548,3000,8544
1977,278092,3000,8545
1982,248827,3000,8546
1977,95117,3000,8547
2003,200417,40000,8548
2019,138046,40000,8549
1998,242669,40000,8550
2004,103696,40000,8551
2023,238364,40000,8552
2019,217735,40000,8553
1973,273119,40000,8554
2000,4892,3000,8555
1988,48935,40000,8556
1974,154252,3000,8557
1992,68930,40000,8558
1988,175993,40000,8559
2017,123622,40000,8560
1978,193350,3000,8561
1989,109899,40000,8562
1974,27029,3000,8563
2006,83745,3000,8564
1975,282363,40000,8565
2007,102823,3000,8566
1992,21765,40000,8567
2002,178638,40000,8568
2007,222057,40000,8569
2000,205584,3000,8570
2007,89493,3000,8571
2007,198425,3000,8572
2009,3163,40000,8573
1982,162751,40000,8574
1976,47201,40000,8575
2018,22111,3000,8576
1975,253483,3000,8577
1987,149633,3000,8578
2000,272223,40000,8579
2002,138617,3000,8580
2004,131906,40000,8581
2000,140154,3000,8582
1974,46435,3000,8583
2006,168802,40000,8584
1993,133371,3000,8585
1985,73173,40000,8586
2017,207702,40000,8587
1971,219159,40000,8588
1989,66664,3000,8589
2019,97711,3000,8590
1981,84940,40000,8591
1988,144947,40000,8592
1987,228309,40000,8593
1994,196927,40000,8594
1980,53574,40000,8595
2002,299825,40000,8596
2016,198440,3000,8597
1973,167705,3000,8598
1977,90939,40000,8599
2005,96432,40000,8600
2005,162327,3000,8601
2022,92304,3000,8602
2023,219004,3000,8603
1990,189150,40000,8604
2009,98437,40000,8605
1989,281014,40000,8606
1988,28608,40000,8607
2021,28306,40000,8608
1974,233534,40000,8609
2015,60707,40000,8610
1993,269619,40000,8611
1988,130580,3000,8612
1998,294040,3000,8613
2020,99645,40000,8614
2018,185618,40000,8615
1979,132032,3000,8616
2004,92223,3000,8617
2013,85051,3000,8618
1997,121104,3000,8619
