Id,Row1,Row2,Row3,Cost1,Cost2
7493,E,D1,D11,3000,268140
7494,D,E1,C11,3000,29336
7495,D,D1,D11,40000,287528
7496,C,E1,B11,40000,297998
7497,E,F1,D11,3000,128992
7498,B,C1,D11,40000,280671
7499,E,D1,A11,40000,186370
7500,F,B1,C11,40000,188479
7501,D,B1,A11,40000,90958
7502,F,F1,A11,40000,141104
7503,E,A1,D11,3000,57520
7504,C,E1,E11,40000,216364
7505,D,B1,E11,3000,197092
7506,A,C1,D11,40000,242457
7507,E,D1,A11,40000,194572
7508,F,E1,B11,40000,134340
7509,F,F1,E11,40000,199676
7510,B,A1,A11,3000,121771
7511,B,F1,A11,40000,152692
7512,F,B1,E11,3000,12646
7513,C,D1,E11,40000,136090
7514,C,C1,F11,3000,248936
7515,E,A1,F11,40000,256038
7516,D,A1,C11,40000,299456
7517,F,D1,E11,40000,216936
7518,D,F1,F11,3000,140947
7519,F,C1,A11,40000,182854
7520,A,E1,B11,3000,173429
7521,E,B1,A11,3000,120568
7522,A,A1,A11,3000,292540
7523,E,D1,C11,3000,217588
7524,C,D1,E11,40000,115274
7525,E,A1,D11,3000,51851
7526,C,B1,E11,40000,177285
7527,E,F1,D11,3000,229690
7528,F,B1,A11,3000,298157
7529,A,D1,D11,3000,172851
7530,C,A1,B11,40000,288874
7531,B,B1,F11,40000,181301
7532,C,D1,F11,3000,70770
7533,B,B1,E11,40000,244877
7534,B,F1,D11,40000,202615
7535,A,A1,E11,3000,47430
7536,C,F1,E11,40000,194314
7537,D,E1,C11,3000,197950
7538,D,B1,C11,40000,251399
7539,B,B1,E11,3000,242643
7540,F,A1,D11,3000,231996
7541,E,F1,B11,40000,164932
7542,C,B1,B11,3000,10284
7543,D,B1,E11,40000,275182
7544,C,D1,D11,3000,179489
7545,E,F1,B11,3000,217973
7546,D,B1,A11,40000,196369
7547,D,A1,B11,40000,105914
7548,E,A1,C11,3000,8417
7549,C,A1,F11,3000,152039
7550,F,D1,D11,40000,24586
7551,F,D1,C11,3000,89547
7552,A,E1,A11,3000,96627
7553,B,F1,D11,40000,104655
7554,E,D1,E11,3000,77140
7555,A,C1,D11,3000,188976
7556,A,E1,C11,3000,206629
7557,E,A1,B11,40000,208724
7558,E,D1,B11,3000,191690
7559,A,B1,B11,3000,201579
7560,C,A1,C11,40000,101142
7561,C,D1,D11,40000,263007
7562,E,C1,C11,3000,263691
7563,B,A1,F11,40000,126086
7564,B,F1,B11,40000,64356
7565,A,C1,A11,3000,137184
7566,E,E1,E11,3000,160423
7567,D,A1,D11,3000,263127
7568,F,C1,F11,40000,151658
7569,F,C1,B11,40000,17582
7570,E,D1,C11,40000,226546
7571,E,A1,F11,3000,81136
7572,E,A1,F11,40000,292049
7573,B,C1,A11,40000,237585
7574,C,A1,A11,3000,54840
7575,E,D1,A11,40000,85393
7576,A,D1,A11,3000,25747
7577,C,A1,C11,3000,194881
7578,D,F1,F11,3000,206221
7579,E,B1,D11,3000,248574
7580,F,C1,B11,40000,122383
7581,D,E1,E11,3000,200071
7582,E,E1,F11,40000,25760
7583,B,E1,E11,3000,149518
7584,D,C1,B11,3000,72717
7585,D,D1,F11,3000,156715
7586,B,B1,F11,40000,134704
7587,B,B1,B11,3000,2462
7588,D,A1,A11,3000,135172
7589,C,B1,C11,40000,295065
7590,A,D1,B11,3000,45196
7591,F,E1,A11,3000,50010
7592,D,B1,E11,40000,155792
7593,B,F1,C11,3000,223417
7594,A,B1,A11,40000,141713
7595,B,D1,B11,40000,272438
7596,C,A1,A11,40000,170112
7597,F,B1,D11,40000,54750
7598,F,F1,D11,3000,217814
7599,F,B1,A11,40000,264032
7600,B,A1,F11,3000,81263
7601,A,E1,E11,40000,164185
7602,B,B1,E11,3000,8052
7603,E,B1,F11,40000,87462
7604,C,F1,D11,3000,209942
7605,B,C1,D11,3000,17500
7606,B,C1,A11,40000,284491
7607,E,E1,B11,40000,162166
7608,E,A1,F11,40000,142753
7609,E,A1,F11,40000,5674
7610,C,C1,D11,3000,26210
7611,A,C1,C11,40000,80266
7612,B,A1,F11,3000,288725
7613,A,A1,F11,40000,8772
7614,E,F1,C11,3000,295506
7615,E,C1,B11,40000,292855
7616,F,E1,D11,40000,11825
7617,A,D1,D11,40000,260321
7618,E,C1,D11,40000,131350
7619,D,F1,A11,3000,98507
7620,F,C1,E11,40000,29650
7621,F,D1,B11,40000,36956
7622,A,C1,A11,3000,218762
7623,A,D1,F11,40000,43344
7624,C,B1,C11,40000,176802
7625,A,E1,C11,40000,210849
7626,B,D1,F11,3000,238547
7627,D,E1,C11,3000,267161
7628,F,A1,A11,3000,99280
7629,F,C1,E11,40000,86343
7630,A,E1,C11,40000,31518
7631,A,D1,B11,40000,160309
7632,D,F1,E11,3000,262683
7633,C,B1,B11,40000,167219
7634,C,B1,B11,40000,207359
7635,E,D1,D11,3000,244282
7636,B,F1,E11,3000,149804
7637,D,C1,B11,40000,274293
7638,C,A1,D11,3000,109053
7639,B,D1,B11,40000,119166
7640,F,E1,E11,3000,172708
7641,D,F1,C11,3000,134463
7642,D,D1,F11,40000,53299
7643,C,A1,E11,40000,266161
7644,D,A1,A11,40000,151406
7645,C,C1,B11,40000,101847
7646,F,A1,F11,40000,202094
7647,F,E1,C11,3000,292495
7648,C,B1,D11,40000,42922
7649,A,B1,E11,3000,157069
7650,F,B1,C11,40000,258198
7651,E,B1,A11,3000,110991
7652,A,D1,E11,40000,34047
7653,A,F1,B11,40000,12334
7654,D,A1,E11,40000,11341
7655,F,F1,D11,3000,286519
7656,D,A1,C11,40000,161928
7657,B,A1,C11,40000,192541
7658,B,B1,A11,40000,239009
7659,C,F1,E11,3000,42730
7660,F,E1,D11,40000,72225
7661,D,C1,D11,40000,115741
7662,D,B1,A11,40000,195885
7663,C,F1,A11,3000,247773
7664,B,A1,B11,3000,244317
7665,F,B1,B11,40000,161019
7666,E,F1,D11,3000,247793
7667,F,B1,B11,40000,168467
7668,D,B1,F11,3000,175218
7669,D,C1,E11,3000,172979
7670,E,A1,D11,3000,219107
7671,A,B1,A11,3000,285224
7672,A,D1,D11,3000,140010
7673,D,A1,A11,40000,4411
7674,E,F1,F11,40000,135705
7675,D,C1,A11,40000,230582
7676,C,E1,F11,40000,42452
7677,B,B1,E11,3000,105046
7678,D,D1,A11,40000,170247
7679,C,E1,B11,3000,239244
7680,A,A1,B11,3000,257286
7681,B,D1,F11,3000,177646
7682,A,C1,F11,40000,62786
7683,C,F1,B11,3000,183634
7684,C,F1,F11,40000,219863
7685,D,F1,D11,3000,123449
7686,D,B1,E11,40000,205528
7687,F,D1,D11,3000,260624
7688,F,E1,C11,40000,266358
7689,D,F1,A11,40000,246056
7690,A,C1,E11,3000,164329
7691,F,C1,E11,40000,188956
7692,B,C1,C11,3000,135610
7693,B,A1,C11,3000,154384
7694,A,E1,C11,3000,228669
7695,F,C1,B11,3000,8463
7696,D,F1,A11,3000,45210
7697,F,D1,C11,40000,249876
7698,B,B1,A11,3000,44984
7699,D,A1,E11,40000,126080
7700,E,D1,F11,3000,44545
7701,A,A1,E11,3000,19530
7702,F,A1,E11,3000,298677
7703,C,C1,F11,40000,267837
7704,B,D1,A11,40000,3428
7705,F,E1,A11,40000,7648
7706,A,A1,D11,40000,282975
7707,C,A1,F11,3000,117976
7708,D,C1,B11,40000,13665
7709,C,A1,E11,40000,291847
7710,F,D1,D11,40000,187143
7711,A,F1,D11,40000,290691
7712,C,A1,F11,3000,171310
7713,F,B1,D11,40000,286428
7714,D,E1,D11,3000,48147
7715,B,E1,C11,40000,184731
7716,B,B1,D11,3000,271049
7717,B,D1,F11,3000,20549
7718,A,A1,D11,3000,281993
7719,A,F1,B11,40000,186551
7720,E,B1,E11,40000,95540
7721,F,C1,F11,40000,60309
7722,B,C1,B11,3000,4446
7723,A,F1,A11,40000,298222
7724,E,F1,A11,40000,54399
7725,B,A1,E11,3000,113614
7726,C,E1,F11,40000,48883
7727,E,B1,C11,40000,281868
7728,F,D1,A11,40000,257503
7729,D,C1,D11,40000,28963
7730,B,A1,D11,3000,138097
7731,E,D1,C11,40000,126100
7732,F,E1,D11,3000,149262
7733,F,E1,E11,40000,124919
7734,A,D1,F11,3000,150205
7735,D,B1,A11,40000,45477
7736,B,F1,E11,40000,292583
7737,A,E1,A11,40000,132726
7738,C,B1,F11,3000,132210
7739,B,B1,C11,40000,46752
7740,C,B1,B11,3000,200751
7741,F,E1,D11,40000,61735
7742,B,D1,C11,3000,76250
7743,B,C1,A11,3000,204685
7744,F,D1,A11,40000,80871
7745,E,B1,A11,40000,135284
7746,C,C1,D11,3000,170614
7747,B,F1,C11,40000,75374
7748,C,D1,E11,40000,8950
7749,D,A1,F11,40000,298471
7750,F,D1,F11,3000,53764
7751,C,F1,C11,40000,17292
7752,C,B1,D11,40000,57186
7753,B,B1,C11,40000,23885
7754,B,C1,E11,3000,246496
7755,F,F1,B11,40000,71424
7756,E,B1,B11,3000,231578
7757,C,B1,F11,3000,174576
7758,D,B1,A11,3000,5944
7759,B,C1,C11,3000,148175
7760,B,E1,E11,40000,92434
7761,E,D1,E11,40000,137982
7762,E,E1,D11,40000,102429
7763,C,C1,E11,3000,111036
7764,E,B1,B11,40000,167559
7765,D,B1,D11,3000,158911
7766,A,E1,D11,3000,77221
7767,A,C1,F11,3000,106781
7768,C,B1,F11,40000,148770
7769,C,E1,D11,40000,7282
7770,A,A1,F11,3000,209889
7771,E,A1,F11,40000,32219
7772,C,D1,B11,3000,187054
7773,C,D1,F11,40000,13075
7774,D,C1,E11,3000,156195
7775,D,F1,B11,40000,17715
7776,C,B1,D11,40000,163940
7777,A,D1,E11,3000,105509
7778,C,F1,E11,3000,119184
7779,B,C1,F11,40000,250078
7780,A,B1,B11,40000,257234
7781,E,E1,C11,3000,263982
7782,E,A1,D11,3000,135543
7783,D,D1,C11,3000,103445
7784,A,C1,D11,3000,139464
7785,E,B1,D11,3000,153344
7786,D,B1,F11,40000,4032
7787,C,C1,C11,3000,51924
7788,D,A1,F11,40000,285632
7789,C,B1,C11,40000,95714
7790,F,E1,E11,3000,49289
7791,E,C1,E11,40000,108562
7792,C,C1,A11,40000,173822
7793,C,C1,F11,3000,199965
7794,A,A1,C11,3000,189959
7795,A,B1,B11,40000,86849
7796,B,E1,C11,3000,141974
7797,B,C1,C11,40000,186316
7798,C,F1,D11,40000,171122
7799,D,D1,F11,40000,200608
7800,D,D1,A11,40000,82335
7801,F,B1,F11,40000,75201
7802,B,C1,B11,3000,107167
7803,F,F1,B11,40000,238836
7804,D,A1,B11,3000,132198
7805,D,E1,D11,3000,47128
7806,F,C1,D11,40000,244889
7807,E,D1,F11,40000,174167
7808,B,B1,D11,40000,8289
7809,A,D1,B11,40000,21774
7810,E,E1,D11,3000,273531
7811,F,E1,B11,3000,144622
7812,E,F1,C11,40000,13404
7813,A,E1,D11,40000,220872
7814,C,C1,F11,40000,182631
7815,C,B1,F11,3000,184035
7816,E,F1,A11,40000,211540
7817,C,F1,F11,3000,227910
7818,B,F1,D11,3000,163112
7819,B,F1,C11,3000,127028
7820,F,B1,D11,3000,71604
7821,E,E1,E11,3000,217198
7822,B,D1,F11,40000,27470
7823,D,F1,C11,3000,139439
7824,A,E1,E11,40000,132466
7825,A,B1,C11,3000,198323
7826,A,A1,E11,40000,130551
7827,B,B1,A11,40000,240649
7828,C,E1,C11,40000,28345
7829,E,F1,C11,40000,77186
7830,C,D1,E11,3000,126315
7831,C,A1,A11,40000,178146
7832,D,F1,B11,40000,231348
7833,E,B1,E11,40000,180428
7834,A,E1,C11,3000,164579
7835,F,F1,E11,3000,142617
7836,B,D1,B11,40000,253996
7837,D,B1,E11,40000,282962
7838,A,E1,D11,3000,277716
7839,C,A1,F11,40000,105225
7840,D,D1,B11,3000,214377
7841,D,E1,B11,40000,92240
7842,D,D1,C11,3000,217086
7843,F,B1,C11,40000,42929
7844,C,A1,A11,40000,42970
7845,D,D1,E11,40000,10672
7846,C,C1,C11,3000,266194
7847,C,F1,D11,3000,41649
7848,F,A1,A11,3000,72231
7849,F,F1,A11,3000,92137
7850,F,E1,F11,3000,120854
7851,D,B1,D11,40000,157322
7852,D,A1,B11,3000,122861
7853,C,A1,F11,40000,26185
7854,E,A1,D11,3000,107463
7855,B,C1,B11,40000,192259
7856,E,F1,E11,40000,77007
7857,F,B1,C11,3000,28932
7858,F,A1,E11,3000,75129
7859,B,D1,A11,3000,91625
7860,E,C1,D11,40000,296924
7861,B,B1,F11,40000,272022
7862,B,B1,A11,40000,178411
7863,F,C1,C11,40000,162224
7864,B,C1,B11,40000,76539
7865,E,C1,D11,3000,213869
7866,B,D1,A11,3000,286347
7867,E,E1,D11,3000,253129
7868,D,A1,D11,40000,55274
7869,B,F1,A11,3000,267408
7870,C,A1,A11,3000,153955
7871,F,D1,F11,3000,11091
7872,B,C1,E11,40000,225302
7873,C,C1,C11,40000,79722
7874,A,F1,E11,3000,11489
7875,B,F1,C11,3000,230624
7876,D,A1,F11,3000,126936
7877,D,F1,B11,40000,248231
7878,E,A1,D11,3000,286675
7879,D,B1,A11,40000,249616
7880,E,E1,E11,40000,238520
7881,F,A1,C11,40000,67308
7882,D,D1,C11,40000,5219
7883,C,D1,D11,40000,292683
7884,C,B1,D11,3000,110176
7885,C,C1,E11,3000,259744
7886,C,E1,E11,40000,33910
7887,E,F1,F11,40000,68453
7888,B,D1,D11,3000,133588
7889,D,A1,F11,40000,46695
7890,B,B1,C11,3000,276093
7891,E,F1,A11,3000,195793
7892,D,B1,B11,40000,65794
7893,B,A1,A11,40000,18195
7894,B,D1,F11,3000,55032
7895,D,C1,D11,3000,5370
7896,F,A1,F11,3000,218227
7897,E,A1,E11,40000,66646
7898,A,F1,D11,3000,243543
7899,C,F1,B11,40000,71220
7900,F,A1,C11,40000,88326
7901,F,C1,B11,40000,78521
7902,C,A1,A11,40000,116283
7903,F,C1,D11,40000,3793
7904,A,D1,E11,3000,6374
7905,D,C1,D11,40000,84800
7906,C,A1,C11,3000,116897
7907,D,D1,A11,40000,5133
7908,D,B1,C11,40000,86365
7909,B,D1,C11,40000,222950
7910,A,A1,C11,3000,210536
7911,A,F1,C11,3000,105906
7912,A,A1,E11,3000,85361
7913,C,A1,A11,3000,125845
7914,F,B1,A11,3000,94963
7915,C,B1,D11,3000,298595
7916,B,C1,D11,3000,232690
7917,A,F1,C11,3000,212211
7918,D,B1,D11,3000,273325
7919,E,C1,A11,40000,240812
7920,B,C1,C11,3000,26278
7921,F,C1,F11,40000,288272
7922,A,E1,B11,40000,190972
7923,B,B1,F11,3000,213661
7924,B,B1,E11,3000,61337
7925,D,D1,E11,3000,280225
7926,E,A1,B11,40000,202858
7927,E,C1,A11,40000,86909
7928,F,F1,E11,40000,243403
7929,E,B1,B11,3000,6559
7930,A,B1,B11,3000,199176
7931,E,F1,D11,3000,22809
7932,A,E1,B11,3000,58010
7933,A,B1,D11,3000,144338
7934,F,B1,C11,40000,236147
7935,A,F1,A11,3000,22358
7936,E,E1,D11,40000,141989
7937,A,D1,D11,40000,176679
7938,A,F1,F11,40000,152126
7939,F,F1,A11,3000,63692
7940,C,F1,D11,3000,217134
7941,D,B1,E11,40000,113946
7942,D,F1,B11,3000,21770
7943,B,D1,D11,40000,225090
7944,E,A1,B11,40000,226808
7945,C,D1,F11,3000,227388
7946,A,E1,D11,3000,167052
7947,C,E1,C11,40000,3048
7948,E,B1,F11,40000,139755
7949,B,F1,F11,40000,90721
7950,C,D1,E11,3000,164643
7951,A,E1,C11,3000,100499
7952,E,F1,C11,3000,42283
7953,C,E1,D11,3000,273445
7954,C,A1,F11,3000,269367
7955,B,A1,B11,3000,148222
7956,F,B1,B11,3000,39679
7957,E,D1,A11,3000,273977
7958,D,A1,D11,3000,126999
7959,E,D1,E11,3000,175499
7960,C,B1,B11,40000,180170
7961,A,D1,E11,3000,108042
7962,E,A1,B11,40000,17391
7963,C,C1,B11,40000,127626
7964,E,C1,C11,40000,110820
7965,D,F1,B11,40000,173233
7966,D,F1,C11,3000,13826
7967,D,A1,C11,40000,99846
7968,C,D1,A11,3000,2502
7969,B,C1,A11,40000,195303
7970,D,F1,D11,3000,90718
7971,B,A1,B11,3000,299160
7972,B,A1,C11,40000,282392
7973,E,A1,E11,3000,135084
7974,F,D1,E11,40000,82213
7975,C,A1,F11,3000,162210
7976,C,B1,D11,3000,161849
7977,C,C1,D11,3000,217962
7978,F,B1,B11,3000,153688
7979,C,A1,F11,3000,95346
7980,F,D1,E11,3000,250729
7981,E,D1,B11,3000,186364
7982,E,A1,F11,40000,118343
7983,A,C1,C11,40000,251302
7984,C,F1,D11,40000,178440
7985,D,B1,F11,40000,118311
7986,E,F1,B11,40000,98993
7987,E,E1,F11,3000,260611
7988,D,E1,F11,40000,218420
7989,A,E1,A11,40000,202842
7990,D,A1,E11,40000,166817
7991,C,E1,E11,40000,133165
7992,A,F1,A11,3000,225478
7993,F,E1,E11,40000,126218
7994,A,A1,D11,3000,40530
7995,A,D1,B11,40000,157262
7996,F,D1,E11,40000,283169
7997,E,F1,D11,3000,163514
7998,A,F1,A11,40000,35117
7999,A,F1,A11,3000,15668
8000,D,A1,E11,40000,148842
8001,A,A1,C11,40000,121449
8002,A,D1,B11,3000,270575
8003,F,B1,F11,40000,24072
8004,D,D1,B11,40000,148212
8005,A,E1,A11,40000,249710
8006,C,F1,C11,3000,267451
8007,D,E1,A11,40000,105035
8008,F,F1,B11,3000,161405
8009,D,A1,E11,3000,273670
8010,F,A1,E11,3000,62297
8011,C,A1,D11,40000,258276
8012,F,E1,D11,3000,204664
8013,C,C1,C11,40000,201454
8014,A,E1,A11,40000,146363
8015,B,E1,D11,40000,51575
8016,B,C1,E11,3000,124164
8017,A,A1,F11,40000,282175
8018,A,B1,E11,3000,41045
8019,C,B1,F11,40000,294230
8020,C,A1,C11,3000,228776
8021,A,C1,B11,40000,187861
8022,F,B1,E11,40000,119937
8023,F,E1,F11,3000,22075
8024,B,E1,E11,40000,119431
8025,F,B1,A11,3000,54783
8026,B,B1,E11,3000,104767
8027,D,E1,C11,3000,247407
8028,C,C1,F11,3000,88566
8029,B,E1,A11,3000,195922
8030,D,C1,A11,3000,197959
8031,C,B1,A11,40000,213027
8032,A,D1,E11,40000,107279
8033,E,A1,E11,40000,16186
8034,B,B1,C11,3000,89437
8035,C,E1,A11,3000,93104
8036,A,D1,B11,3000,107181
8037,D,A1,B11,40000,163660
8038,F,C1,C11,3000,49287
8039,B,D1,F11,3000,17546
8040,A,A1,E11,40000,23453
8041,A,F1,E11,40000,63473
8042,B,F1,F11,3000,245449
8043,D,C1,C11,40000,17271
8044,B,F1,A11,3000,169547
8045,E,D1,B11,3000,82527
8046,F,E1,C11,40000,118888
8047,F,F1,E11,3000,20502
8048,E,E1,C11,40000,240707
8049,B,A1,D11,3000,126565
8050,C,F1,E11,3000,209244
8051,A,A1,F11,40000,226681
8052,A,F1,A11,3000,104621
8053,B,D1,B11,40000,58226
8054,A,B1,A11,40000,286349
8055,A,E1,B11,40000,104773
8056,D,D1,C11,3000,86658
8057,D,E1,C11,40000,76091
8058,B,D1,A11,40000,79288
8059,E,E1,E11,3000,158179
8060,B,F1,F11,3000,137574
8061,E,B1,C11,3000,202000
8062,F,C1,F11,40000,296346
8063,C,A1,C11,40000,256395
8064,B,B1,F11,3000,241968
8065,A,A1,F11,3000,161175
8066,F,C1,A11,3000,159786
8067,A,A1,A11,40000,148443
8068,C,A1,F11,3000,275833
8069,F,A1,E11,3000,43791
8070,C,D1,A11,3000,41287
8071,C,A1,E11,40000,91111
8072,D,C1,C11,3000,201584
8073,C,F1,A11,40000,274433
8074,E,C1,F11,40000,107423
8075,A,D1,B11,40000,277960
8076,B,E1,B11,40000,7854
8077,D,B1,F11,40000,49472
8078,E,E1,C11,40000,75436
8079,C,F1,A11,40000,165889
8080,A,F1,D11,40000,289668
8081,E,E1,E11,3000,250947
8082,A,A1,D11,40000,13891
8083,B,D1,C11,40000,277064
8084,B,C1,C11,40000,113746
8085,D,B1,D11,40000,288167
8086,A,D1,E11,3000,232823
8087,C,B1,F11,3000,53844
8088,E,D1,D11,40000,293771
8089,D,A1,B11,40000,69124
8090,F,B1,A11,3000,87261
8091,E,D1,B11,40000,28673
8092,E,B1,F11,40000,35201
8093,A,E1,B11,3000,32022
8094,E,B1,D11,40000,62080
8095,E,E1,B11,3000,32582
8096,A,A1,C11,40000,136455
8097,A,A1,D11,3000,275290
8098,C,E1,C11,3000,74149
8099,E,A1,E11,3000,197253
8100,E,F1,C11,3000,187834
8101,D,D1,D11,40000,182806
8102,D,D1,D11,40000,104473
8103,F,B1,F11,3000,82726
8104,E,E1,C11,3000,79313
8105,A,E1,D11,40000,215305
8106,A,E1,F11,3000,143444
8107,E,E1,B11,3000,80157
8108,A,B1,E11,3000,259327
8109,C,F1,C11,40000,125943
8110,C,D1,D11,3000,35234
8111,D,C1,D11,3000,41244
8112,F,B1,A11,40000,265329
8113,B,D1,F11,40000,172497
8114,B,A1,B11,3000,260268
8115,B,F1,C11,40000,59198
8116,C,D1,F11,3000,50556
8117,C,B1,E11,40000,26576
8118,A,E1,B11,3000,261011
8119,B,A1,B11,3000,203964
8120,D,B1,C11,3000,15078
8121,B,C1,F11,3000,123145
8122,B,F1,B11,40000,24174
8123,A,C1,A11,40000,169580
8124,B,E1,A11,40000,294751
8125,E,A1,B11,40000,192449
8126,E,E1,D11,3000,200086
8127,F,F1,A11,3000,29655
8128,D,A1,A11,40000,111630
8129,A,E1,F11,40000,16289
8130,B,D1,F11,3000,53254
8131,A,B1,D11,3000,180961
8132,E,A1,B11,40000,30436
8133,B,C1,B11,40000,216428
8134,E,D1,D11,40000,170466
8135,B,E1,F11,3000,131365
8136,F,F1,B11,3000,11091
8137,B,F1,E11,40000,299053
8138,E,A1,D11,3000,225544
8139,B,E1,F11,40000,226093
8140,F,A1,C11,40000,16412
8141,D,E1,A11,40000,55950
8142,C,E1,D11,3000,33207
8143,E,D1,F11,40000,179219
8144,E,D1,A11,40000,109934
8145,E,A1,C11,3000,204152
8146,D,C1,F11,40000,117000
8147,A,C1,E11,40000,70931
8148,C,D1,D11,40000,53547
8149,F,C1,C11,40000,85662
8150,E,B1,A11,40000,224280
8151,F,D1,C11,3000,10244
8152,D,F1,E11,3000,231002
8153,B,E1,C11,3000,151731
8154,F,E1,C11,3000,39382
8155,A,B1,D11,3000,205202
8156,B,D1,E11,40000,104867
8157,A,D1,A11,40000,193337
8158,D,C1,F11,40000,73692
8159,F,C1,B11,3000,20280
8160,D,D1,A11,40000,203118
8161,B,F1,E11,40000,263618
8162,E,D1,D11,3000,17536
8163,D,C1,D11,40000,130423
8164,B,F1,D11,40000,105825
8165,C,F1,A11,40000,277287
8166,B,E1,A11,3000,159830
8167,E,D1,B11,3000,162446
8168,F,B1,C11,3000,170195
8169,E,E1,E11,3000,139208
8170,E,F1,A11,3000,22867
8171,F,D1,C11,3000,294414
8172,C,F1,A11,40000,155931
8173,F,F1,D11,40000,65725
8174,A,C1,D11,40000,204855
8175,E,F1,C11,3000,57359
8176,D,C1,D11,3000,3013
8177,A,D1,C11,40000,72665
8178,E,B1,A11,40000,161981
8179,F,B1,B11,40000,128904
8180,F,F1,D11,3000,188656
8181,B,C1,E11,3000,23028
8182,D,A1,A11,40000,225900
8183,F,C1,B11,3000,40636
8184,E,F1,B11,40000,510
8185,F,D1,B11,40000,284388
8186,F,E1,E11,3000,282564
8187,D,E1,F11,3000,8148
8188,D,A1,C11,3000,239047
8189,B,A1,E11,3000,269470
8190,C,E1,C11,40000,232459
8191,B,B1,E11,3000,60731
8192,A,F1,D11,40000,276446
8193,A,C1,A11,40000,37247
8194,C,F1,E11,3000,130661
8195,F,D1,A11,40000,132906
8196,C,B1,E11,3000,93216
8197,F,D1,D11,40000,98410
8198,D,E1,B11,3000,56146
8199,F,F1,D11,40000,60961
8200,E,B1,D11,3000,161424
8201,A,A1,D11,3000,242326
8202,D,E1,E11,3000,104266
8203,F,F1,C11,3000,17306
8204,C,F1,A11,40000,84321
8205,D,C1,B11,3000,191740
8206,A,D1,F11,40000,204929
8207,D,C1,F11,3000,238873
8208,C,D1,F11,3000,40028
8209,A,A1,D11,40000,121110
8210,B,F1,D11,40000,168006
8211,C,A1,F11,40000,47142
8212,A,D1,C11,3000,124666
8213,D,D1,E11,3000,291788
8214,F,D1,B11,40000,270818
8215,A,A1,E11,3000,224772
8216,F,C1,E11,3000,238483
8217,A,F1,D11,40000,183313
8218,D,D1,F11,3000,188536
8219,E,F1,F11,3000,285737
8220,A,C1,B11,3000,112004
8221,E,F1,A11,40000,258712
8222,F,A1,D11,3000,20729
8223,B,E1,E11,3000,185602
8224,A,E1,D11,40000,222135
8225,C,B1,A11,3000,202338
8226,F,C1,B11,40000,128995
8227,C,E1,E11,3000,255159
8228,D,E1,D11,40000,48935
8229,A,B1,E11,3000,261314
8230,F,A1,E11,40000,114096
8231,D,B1,E11,40000,192081
8232,B,B1,A11,40000,197559
8233,D,A1,C11,3000,276548
8234,A,D1,C11,40000,87484
8235,D,E1,F11,40000,50646
8236,B,F1,F11,3000,208826
8237,A,E1,F11,40000,218724
8238,B,A1,E11,3000,35637
8239,C,C1,A11,40000,248596
8240,E,A1,E11,40000,132901
8241,E,B1,D11,40000,47310
8242,D,A1,D11,3000,52591
8243,F,D1,B11,40000,247251
8244,C,D1,D11,3000,146298
8245,C,C1,E11,40000,148978
8246,C,D1,B11,40000,164838
8247,C,A1,C11,3000,70234
8248,F,E1,C11,3000,145356
8249,A,D1,D11,3000,233211
8250,A,E1,E11,40000,208787
8251,A,C1,D11,3000,194044
8252,E,B1,B11,3000,45484
8253,A,E1,E11,3000,202772
8254,D,E1,E11,40000,126703
8255,E,D1,C11,3000,39456
8256,A,F1,B11,3000,446
8257,D,A1,F11,3000,170912
8258,D,B1,F11,3000,282698
8259,D,A1,F11,40000,270445
8260,A,B1,D11,40000,175165
8261,F,B1,F11,3000,42590
8262,F,C1,E11,3000,109075
8263,A,A1,E11,3000,211973
8264,E,C1,D11,3000,5621
8265,C,A1,E11,3000,82090
8266,C,A1,E11,40000,115286
8267,D,F1,E11,3000,257649
8268,F,B1,F11,40000,213298
8269,F,C1,F11,3000,177233
8270,B,E1,E11,3000,19758
8271,A,F1,A11,3000,52856
8272,D,B1,B11,3000,92706
8273,F,D1,E11,3000,180631
8274,D,B1,F11,3000,295642
8275,C,E1,F11,40000,185456
8276,A,E1,E11,3000,258002
8277,D,B1,D11,40000,258362
8278,B,E1,D11,3000,52102
8279,E,A1,F11,3000,13225
8280,A,E1,B11,3000,103969
8281,E,D1,A11,3000,217519
8282,E,A1,D11,40000,25874
8283,A,E1,C11,3000,294269
8284,E,B1,B11,3000,289780
8285,F,B1,F11,40000,84446
8286,E,A1,A11,3000,116197
8287,C,B1,C11,40000,266880
8288,D,E1,B11,3000,8135
8289,E,A1,D11,3000,61602
8290,F,C1,E11,40000,210629
8291,D,E1,B11,40000,230486
8292,D,C1,E11,40000,8495
8293,A,E1,D11,40000,222431
8294,F,F1,C11,40000,165484
8295,D,B1,C11,40000,223114
8296,A,B1,A11,40000,298700
8297,A,F1,C11,40000,20444
8298,C,D1,A11,40000,233312
8299,B,A1,B11,40000,204627
8300,A,E1,D11,40000,188124
8301,B,E1,F11,3000,73074
8302,F,B1,F11,40000,251239
8303,E,E1,D11,3000,144010
8304,A,F1,E11,40000,162863
8305,A,E1,A11,40000,209204
8306,B,E1,E11,3000,72108
8307,F,A1,C11,3000,147588
8308,C,B1,C11,40000,90778
8309,B,B1,D11,3000,77794
8310,A,B1,D11,3000,133376
8311,E,C1,B11,40000,125065
8312,B,B1,B11,3000,173147
8313,C,A1,D11,3000,60608
8314,F,D1,C11,3000,227591
