Id,Car Make,Production Year,Car Mileage,Cost
7903,Kia,2023,252526,3000
7904,Porsche,2013,231974,3000
7905,Mercedes,1981,289130,40000
7906,Toyota,2001,12096,40000
7907,Ferrari,1989,18992,3000
7908,Jaguar,1993,107358,3000
7909,Lamborghini,1984,260772,3000
7910,Nissan,2023,233708,3000
7911,Nissan,2001,213934,40000
7912,Chevrolet,2013,77158,40000
7913,Suzuki,1993,267800,3000
7914,Volkswagen,1985,132058,40000
7915,Volkswagen,1973,295032,40000
7916,Land Rover,1983,2871,40000
7917,Honda,2022,22664,40000
7918,Kia,1998,64282,40000
7919,Tesla,2015,87059,3000
7920,Nissan,2003,187248,3000
7921,Lamborghini,1992,54814,40000
7922,Mazda,2018,242873,40000
7923,Suzuki,1982,60369,3000
7924,Chevrolet,2020,269991,40000
7925,Hyundai,2011,164923,3000
7926,BMW,2017,256385,40000
7927,Audi,1988,10247,3000
7928,Mazda,1993,71183,40000
7929,Mazda,1976,218672,3000
7930,Toyota,2022,245493,3000
7931,Kia,2016,39186,40000
7932,BMW,1991,207301,40000
7933,Jaguar,1986,258094,40000
7934,Lamborghini,1985,210159,3000
7935,Subaru,1982,196338,3000
7936,Lamborghini,1974,242182,40000
7937,Lamborghini,2016,42740,3000
7938,Toyota,2006,217137,3000
7939,Chevrolet,1987,246452,40000
7940,Mazda,1996,99146,40000
7941,Honda,1999,255005,3000
7942,Audi,1983,199778,40000
7943,Hyundai,2018,288123,40000
7944,BMW,1974,219362,40000
7945,Mazda,1983,167794,3000
7946,Volkswagen,2001,242185,3000
7947,Jaguar,1982,226461,40000
7948,Porsche,2014,269673,3000
7949,Kia,1973,55916,3000
7950,Mazda,2009,289183,40000
7951,Volkswagen,2012,238070,3000
7952,Audi,1980,17841,3000
7953,Mazda,2013,130241,3000
7954,Volvo,2021,204431,40000
7955,Chevrolet,2007,193756,3000
7956,Nissan,1996,123878,3000
7957,Ford,1995,50336,3000
7958,Volkswagen,1979,16304,3000
7959,Nissan,1977,291741,40000
7960,Porsche,2023,68682,3000
7961,Mazda,1994,215123,3000
7962,Suzuki,2014,155442,40000
7963,Jaguar,1997,101692,40000
7964,Land Rover,1982,232039,3000
7965,Volkswagen,2013,18888,40000
7966,Lamborghini,2010,55324,40000
7967,Volvo,2017,221951,40000
7968,Volkswagen,2003,21143,3000
7969,BMW,1970,187003,3000
7970,Land Rover,2016,81758,3000
7971,Jaguar,2005,136799,40000
7972,BMW,1970,292465,40000
7973,Ford,1976,80942,40000
7974,Chevrolet,1970,239744,3000
7975,Porsche,2018,181288,40000
7976,Tesla,1996,286819,3000
7977,Ferrari,1974,278814,40000
7978,Jaguar,1981,294093,40000
7979,Tesla,2005,69966,40000
7980,Jaguar,2008,278350,40000
7981,Volvo,1978,261042,40000
7982,Subaru,1976,86777,3000
7983,Volvo,2021,41603,40000
7984,Honda,2020,191063,3000
7985,Land Rover,1970,131955,3000
7986,Jaguar,1979,212825,3000
7987,Honda,2012,128185,3000
7988,Tesla,1986,290081,3000
7989,BMW,2012,2598,3000
7990,Porsche,1984,170452,40000
7991,Nissan,2003,284942,3000
7992,Mercedes,1995,31004,3000
7993,Lamborghini,1972,9897,40000
7994,Land Rover,1999,29662,3000
7995,Ferrari,1988,160372,40000
7996,Tesla,1997,92852,3000
7997,Volvo,2011,147800,3000
7998,Mercedes,2017,39005,3000
7999,Lamborghini,2013,64846,40000
8000,Mercedes,1983,291428,40000
8001,Lamborghini,2011,99636,40000
8002,Chevrolet,1974,141052,3000
8003,Audi,1990,241654,40000
8004,Volvo,1986,299877,40000
8005,Chevrolet,1983,189772,3000
8006,Porsche,2003,27659,3000
8007,Nissan,2023,269030,40000
8008,Hyundai,2002,186277,3000
8009,Honda,1994,72589,40000
8010,Kia,1982,231311,40000
8011,Hyundai,2015,123144,3000
8012,Kia,2007,154370,3000
8013,Lamborghini,1976,59798,40000
8014,Ford,2018,270991,40000
8015,Suzuki,1974,134356,40000
8016,Land Rover,2012,145730,40000
8017,Subaru,1991,215381,3000
8018,Chevrolet,2007,280033,3000
8019,Volvo,2015,151120,3000
8020,Subaru,2006,286486,3000
8021,Volkswagen,1986,162247,3000
8022,Subaru,1994,37088,3000
8023,Hyundai,1995,50511,40000
8024,Volkswagen,2014,215993,3000
8025,Hyundai,1977,188572,3000
8026,Kia,1986,54641,3000
8027,Kia,1980,97645,3000
8028,Suzuki,1998,109835,3000
8029,Kia,1980,82724,40000
8030,Volkswagen,1972,289436,3000
8031,Porsche,2008,60952,40000
8032,Nissan,1996,189780,3000
8033,BMW,1986,61871,40000
8034,Honda,2003,268156,40000
8035,Lamborghini,1999,262024,40000
8036,Nissan,1992,227464,3000
8037,Hyundai,1977,151467,3000
8038,Chevrolet,2012,31418,40000
8039,Land Rover,1972,168029,40000
8040,Chevrolet,2013,231402,40000
8041,Kia,2000,83565,3000
8042,Ford,1991,190961,40000
8043,Lamborghini,1980,265021,40000
8044,Tesla,2002,218313,3000
8045,Honda,1990,270988,40000
8046,Subaru,1973,104631,3000
8047,Lamborghini,2011,40893,3000
8048,Toyota,2008,26182,3000
8049,Land Rover,2005,177541,3000
8050,Porsche,1970,48192,40000
8051,Land Rover,1979,219884,40000
8052,Jaguar,1993,48206,40000
8053,Chevrolet,1974,4756,40000
8054,Land Rover,1995,157383,3000
8055,Nissan,2020,235522,40000
8056,Jaguar,2017,76079,40000
8057,Land Rover,1987,248651,3000
8058,BMW,2014,138704,3000
8059,Nissan,1972,183491,40000
8060,Mazda,2015,111182,3000
8061,Kia,1976,39998,3000
8062,Lamborghini,1995,190240,40000
8063,Jaguar,2020,157254,40000
8064,Mazda,2017,77396,3000
8065,BMW,2021,182521,3000
8066,Porsche,1977,197602,3000
8067,Kia,1987,161190,3000
8068,Porsche,2009,178194,40000
8069,Subaru,1992,49873,40000
8070,Nissan,1983,142862,3000
8071,Hyundai,1980,188352,40000
8072,Subaru,2021,292479,40000
8073,Porsche,2020,7770,3000
8074,Lamborghini,2005,176370,40000
8075,Ferrari,1999,200031,40000
8076,Honda,1975,69157,3000
8077,Lamborghini,2004,169579,40000
8078,Kia,1996,270359,3000
8079,Mercedes,1970,11628,3000
8080,Chevrolet,1991,253264,40000
8081,Audi,1998,60379,3000
8082,Mercedes,1987,221676,3000
8083,Suzuki,1993,221201,40000
8084,Suzuki,2008,276151,40000
8085,Chevrolet,1974,280579,3000
8086,Porsche,1980,249455,40000
8087,Chevrolet,2010,132625,3000
8088,Ford,1972,12137,40000
8089,Volkswagen,1990,102436,40000
8090,Porsche,2021,87747,3000
8091,Ford,1988,3592,40000
8092,Chevrolet,1994,183630,3000
8093,Mercedes,2011,287736,3000
8094,Mercedes,1980,208909,3000
8095,Hyundai,2014,166457,40000
8096,Jaguar,1983,160152,3000
8097,Subaru,2019,102437,40000
8098,Toyota,1975,124205,3000
8099,Chevrolet,1979,68660,40000
8100,Audi,1976,244805,3000
8101,Mazda,1981,198650,40000
8102,Suzuki,1975,58246,40000
8103,Volvo,2008,282595,40000
8104,Kia,2009,267523,3000
8105,Hyundai,2023,31488,3000
8106,BMW,2019,80988,40000
8107,Audi,2007,61302,3000
8108,Ferrari,1991,278882,40000
8109,Hyundai,1978,220066,40000
8110,Chevrolet,2005,180612,3000
8111,Ford,2004,175561,40000
8112,Subaru,1998,181445,40000
8113,Tesla,2000,51587,40000
8114,Volkswagen,2010,37195,3000
8115,Jaguar,1975,233593,3000
8116,Hyundai,1972,226222,3000
8117,Ford,1977,144986,3000
8118,Volvo,1976,284031,40000
8119,Kia,2021,197295,3000
8120,Jaguar,1995,188695,3000
8121,Chevrolet,2018,183615,40000
8122,Land Rover,1975,56166,40000
8123,Land Rover,1992,287792,3000
8124,Land Rover,2022,197839,3000
8125,Toyota,1973,142214,40000
8126,Volvo,1992,85469,40000
8127,BMW,1994,206332,40000
8128,Volkswagen,1978,91171,3000
8129,Audi,1997,167139,3000
8130,Subaru,1985,156435,3000
8131,Mercedes,2020,296883,40000
8132,Ford,1985,182190,40000
8133,Toyota,1986,72889,40000
8134,Hyundai,2007,194738,3000
8135,Porsche,1970,138647,3000
8136,BMW,1980,181579,40000
8137,Honda,1988,40533,40000
8138,Lamborghini,2014,85210,40000
8139,Mercedes,2022,190398,40000
8140,Subaru,1981,126485,3000
8141,Tesla,1971,232096,40000
8142,Suzuki,1982,219494,3000
8143,Ferrari,1980,50435,3000
8144,Jaguar,2001,58480,40000
8145,Chevrolet,2009,289271,3000
8146,Mercedes,1989,91155,3000
8147,Lamborghini,2010,111468,3000
8148,Volkswagen,1978,196623,40000
8149,Audi,2022,264836,3000
8150,Audi,1971,135590,40000
8151,Land Rover,1980,259347,3000
8152,Ford,1985,45408,40000
8153,Volvo,2008,232040,40000
8154,Subaru,1981,169047,3000
8155,Mazda,2002,281432,3000
8156,BMW,2019,198094,40000
8157,Toyota,1995,140095,40000
8158,Volvo,2002,192397,3000
8159,Hyundai,2001,19434,3000
8160,Suzuki,2014,98431,3000
8161,Lamborghini,1979,249215,40000
8162,Lamborghini,1996,218394,3000
8163,Volkswagen,2023,250179,40000
8164,Land Rover,1985,272790,40000
8165,Volkswagen,1999,168705,40000
8166,Nissan,1991,52772,3000
8167,Nissan,1973,221007,3000
8168,Land Rover,2004,194918,3000
8169,Volkswagen,2018,97893,40000
8170,Lamborghini,1999,39215,40000
8171,Land Rover,1973,221589,40000
8172,Jaguar,2011,222036,40000
8173,Jaguar,2004,151630,3000
8174,Ford,2005,273840,40000
8175,Jaguar,2005,268942,40000
8176,Suzuki,2010,229564,3000
8177,Mercedes,2010,278194,40000
8178,Chevrolet,2002,115972,3000
8179,Nissan,2000,65319,40000
8180,Audi,2001,150842,40000
8181,Honda,2007,183074,3000
8182,Volkswagen,1983,11285,40000
8183,Jaguar,1971,245890,40000
8184,Honda,1999,290583,40000
8185,Subaru,1995,101077,3000
8186,Mazda,2020,6111,40000
8187,Nissan,1995,184205,40000
8188,Toyota,2007,290640,40000
8189,Tesla,2009,55368,40000
8190,Porsche,2023,35681,40000
8191,Toyota,2019,243693,40000
8192,Volkswagen,2013,279040,40000
8193,Kia,2019,165280,40000
8194,Porsche,2021,52937,3000
8195,BMW,1970,149732,3000
8196,Suzuki,2008,39047,3000
8197,Honda,2018,12619,40000
8198,Ferrari,2003,90809,40000
8199,Hyundai,1990,86636,40000
8200,Ford,2013,185234,3000
8201,Nissan,2021,273099,40000
8202,BMW,2012,170068,40000
8203,Honda,1989,169157,40000
8204,Tesla,1996,25423,40000
8205,Chevrolet,1970,285129,3000
8206,Audi,2002,200896,3000
8207,Audi,1987,223419,3000
8208,Audi,1970,50042,3000
8209,Subaru,1996,246075,3000
8210,Chevrolet,1974,46489,40000
8211,Tesla,2009,206581,40000
8212,Lamborghini,1978,2849,3000
8213,Porsche,1986,210817,3000
8214,Mazda,1973,79560,40000
8215,Ford,1991,266430,3000
8216,Hyundai,1996,292651,3000
8217,Honda,2019,275448,40000
8218,Mercedes,1979,293292,3000
8219,Suzuki,2019,297593,3000
8220,Tesla,1997,185679,40000
8221,Suzuki,2007,216621,3000
8222,Hyundai,1992,160427,40000
8223,Volvo,1988,218309,3000
8224,Ferrari,1994,283325,40000
8225,Lamborghini,1981,131168,40000
8226,Tesla,2022,26602,3000
8227,Ferrari,1982,241987,40000
8228,Nissan,2015,112451,40000
8229,BMW,1973,136415,3000
8230,Nissan,1993,98338,3000
8231,Mazda,1998,247880,40000
8232,Hyundai,1983,168562,40000
8233,Chevrolet,1976,201003,3000
8234,Volvo,2014,14271,3000
8235,Tesla,1983,32090,3000
8236,Mercedes,2011,77427,40000
8237,Suzuki,1997,235276,40000
8238,Mercedes,2007,180826,3000
8239,Subaru,1997,184642,40000
8240,Suzuki,2005,125747,3000
8241,Chevrolet,2006,214762,40000
8242,Honda,1991,56920,3000
8243,Audi,2021,253915,40000
8244,Volvo,1994,233418,3000
8245,Kia,1981,184835,40000
8246,Ford,1984,259818,3000
8247,Kia,1981,58044,40000
8248,Nissan,2009,26668,3000
8249,Ferrari,2016,291888,40000
8250,Nissan,2023,116496,3000
8251,Tesla,1984,238648,40000
8252,Chevrolet,1983,173323,3000
8253,Jaguar,1992,282910,40000
8254,Ferrari,2003,139463,40000
8255,Hyundai,2003,78093,3000
8256,Volvo,1997,7943,3000
8257,Ford,1984,151684,3000
8258,Mazda,1976,139318,3000
8259,Kia,2004,227108,40000
8260,Mercedes,1990,80553,3000
8261,Subaru,1980,272639,40000
8262,Suzuki,2002,149560,40000
8263,BMW,2014,94704,3000
8264,Kia,2011,36358,40000
8265,Jaguar,2003,169470,40000
8266,Subaru,2009,225061,40000
8267,Land Rover,2008,252201,3000
8268,Mazda,2004,227200,40000
8269,BMW,2020,168685,3000
8270,Subaru,1988,48948,3000
8271,Suzuki,2003,282895,40000
8272,Porsche,2002,141673,3000
8273,Toyota,2014,142928,3000
8274,Audi,2002,118831,3000
8275,Nissan,1987,22743,40000
8276,Land Rover,1972,264374,3000
8277,Audi,2008,155849,40000
8278,Mazda,1985,123502,40000
8279,Lamborghini,2023,294216,3000
8280,Lamborghini,1971,13366,40000
8281,Tesla,1992,79963,40000
8282,Kia,1991,254807,40000
8283,Suzuki,1996,73561,40000
8284,Ford,1971,242282,40000
8285,Lamborghini,2005,176374,3000
8286,Toyota,2011,77122,40000
8287,Jaguar,1996,168585,40000
8288,BMW,1978,226644,40000
8289,Kia,2009,157215,40000
8290,Suzuki,2019,127381,40000
8291,Honda,1971,161818,40000
8292,Honda,2004,157215,40000
8293,Lamborghini,1978,159475,3000
8294,Ferrari,2021,158444,40000
8295,Porsche,1995,22857,40000
8296,BMW,1989,80322,40000
8297,Mazda,2019,88508,3000
8298,Nissan,1979,2295,40000
8299,Ferrari,1984,123302,3000
8300,Kia,1992,1517,3000
8301,Volkswagen,2010,44216,40000
8302,Kia,2019,230773,3000
8303,Volkswagen,1973,55253,3000
8304,Lamborghini,2015,257807,3000
8305,Volvo,1995,99101,40000
8306,Porsche,2020,177361,3000
8307,Tesla,1986,114084,3000
8308,Kia,2020,297697,3000
8309,Subaru,1977,62432,3000
8310,Porsche,1988,130523,40000
8311,Honda,2007,230122,40000
8312,Kia,2014,141113,3000
8313,Chevrolet,1975,43678,3000
8314,Porsche,2006,64102,40000
8315,Subaru,1979,257682,3000
8316,Suzuki,1977,121702,3000
8317,Volkswagen,1984,212971,40000
8318,Volvo,1986,250802,40000
8319,Mazda,2009,158237,3000
8320,Honda,1982,248646,40000
8321,Nissan,2023,116629,40000
8322,Honda,2020,171466,40000
8323,Mazda,2022,210896,40000
8324,Toyota,1995,61743,3000
8325,Nissan,1970,89456,3000
8326,Mercedes,1994,130245,3000
8327,Kia,1984,28494,3000
8328,Honda,1982,113430,3000
8329,Toyota,2013,287296,3000
8330,Toyota,1985,197642,3000
8331,Mazda,1987,180820,3000
8332,Volvo,1979,258139,40000
8333,Land Rover,1989,297690,40000
8334,Porsche,1971,145606,3000
8335,Hyundai,1986,180228,40000
8336,Lamborghini,1987,149148,40000
8337,Audi,2020,295965,3000
8338,Toyota,2020,103909,3000
8339,Tesla,1998,279110,3000
8340,Volvo,1999,55792,40000
8341,Ferrari,1982,233867,3000
8342,BMW,1985,268221,40000
8343,Porsche,1978,927,40000
8344,Mazda,1983,13372,40000
8345,Kia,2012,255216,40000
8346,Volkswagen,1997,140916,3000
8347,Mercedes,1994,169163,40000
8348,Mercedes,2020,180355,3000
8349,Volvo,2014,206193,40000
8350,Ford,1987,33052,40000
8351,Toyota,2023,53569,3000
8352,Subaru,1994,152864,3000
8353,Honda,2002,18883,40000
8354,Nissan,2018,200434,40000
8355,Mercedes,1999,83987,40000
8356,Jaguar,1977,160837,40000
8357,Nissan,2011,289211,40000
8358,BMW,2002,215208,40000
8359,Subaru,1989,285374,40000
8360,Mercedes,1972,78576,3000
8361,Tesla,1988,211751,3000
8362,Kia,2023,247016,40000
8363,Audi,1971,86082,3000
8364,Volkswagen,1981,112969,40000
8365,Honda,2017,296,3000
8366,Suzuki,2021,84242,3000
8367,Subaru,1984,176384,40000
8368,Nissan,2011,152910,40000
8369,Porsche,2000,191719,40000
8370,Volvo,1972,290719,3000
8371,Suzuki,1971,72677,40000
8372,Ford,1979,130859,40000
8373,Hyundai,1985,173145,3000
8374,Suzuki,2003,222112,3000
8375,Chevrolet,1985,97569,40000
8376,Suzuki,1991,227463,3000
8377,Ford,2021,207549,40000
8378,Lamborghini,2001,275913,40000
8379,Ferrari,2017,173794,40000
8380,Jaguar,2016,176689,3000
8381,Porsche,2002,219846,3000
8382,Mazda,2016,47583,3000
8383,Volvo,2019,2263,40000
8384,Subaru,2015,279864,3000
8385,Suzuki,2020,221477,3000
8386,Volkswagen,2000,208204,40000
8387,Chevrolet,1982,29374,40000
8388,Mercedes,2019,66955,40000
8389,BMW,2023,68446,40000
8390,Lamborghini,1999,242352,3000
8391,Jaguar,1995,72362,40000
8392,Toyota,1970,184788,3000
8393,Ferrari,1971,108220,3000
8394,Land Rover,1981,45148,3000
8395,Kia,1990,296842,40000
8396,Honda,1978,178772,3000
8397,Suzuki,2005,242303,3000
8398,Ford,1971,88757,3000
8399,Chevrolet,1991,99249,40000
8400,Hyundai,1994,151191,40000
8401,Subaru,1978,23424,3000
8402,Honda,2023,35310,3000
8403,Ferrari,1973,45135,3000
8404,Mazda,1978,152363,40000
8405,Mazda,2006,200375,40000
8406,Tesla,2014,126243,40000
8407,Honda,2011,29862,40000
8408,Ferrari,2020,269906,40000
8409,Ford,2000,110193,40000
8410,Tesla,2000,21611,3000
8411,Chevrolet,2002,144597,40000
8412,Volvo,1976,262361,40000
8413,Ford,2018,277318,3000
8414,Chevrolet,1976,64441,40000
8415,Hyundai,2015,92751,3000
8416,Land Rover,2005,20867,40000
8417,Tesla,1989,170899,40000
8418,Volkswagen,1991,125220,40000
8419,Audi,1997,293048,3000
8420,Ferrari,1972,291557,40000
8421,Suzuki,1994,82745,40000
8422,Land Rover,2007,73172,40000
8423,Ford,2016,194975,3000
8424,Toyota,1998,220173,40000
8425,Volkswagen,2006,174235,40000
8426,Subaru,1980,246462,40000
8427,Jaguar,1985,26868,40000
8428,Audi,1994,274877,3000
8429,Land Rover,1977,264680,3000
8430,Nissan,1990,193585,3000
8431,Volvo,2016,120313,3000
8432,Subaru,1986,101142,3000
8433,Mazda,2014,97709,40000
8434,Lamborghini,2012,89603,3000
8435,Audi,1976,79405,40000
8436,Mazda,1975,174106,3000
8437,Porsche,2008,98865,3000
8438,Nissan,1995,107378,3000
8439,Subaru,1983,46279,40000
8440,Volkswagen,2003,187730,40000
8441,Kia,1997,71824,40000
8442,Ford,2014,267166,3000
8443,Honda,1992,279165,3000
8444,Toyota,2017,75290,40000
8445,BMW,1989,210965,3000
8446,Land Rover,1981,52614,40000
8447,Hyundai,2014,168167,3000
8448,Tesla,1987,178496,40000
8449,Honda,2007,35706,40000
8450,Honda,2022,1920,40000
8451,BMW,2021,126984,3000
8452,Tesla,1994,5986,3000
8453,Jaguar,2001,134893,3000
8454,Chevrolet,1992,67161,40000
8455,Lamborghini,1999,298410,3000
8456,Toyota,1986,58868,3000
8457,Porsche,1991,75241,3000
8458,Mercedes,1970,108498,3000
8459,Hyundai,1981,55741,3000
8460,Honda,1975,151730,3000
8461,Hyundai,2020,275100,40000
8462,BMW,1984,203160,40000
8463,Hyundai,1983,128037,40000
8464,Toyota,2006,144422,3000
8465,Volvo,2000,54833,40000
8466,Porsche,1986,150416,40000
8467,Toyota,1985,17238,40000
8468,Chevrolet,2003,292555,40000
8469,Chevrolet,1978,286293,3000
8470,Land Rover,2009,42470,40000
8471,Nissan,2019,177523,40000
8472,Land Rover,2010,26302,40000
8473,Mazda,2015,17281,40000
8474,Porsche,1973,164672,3000
8475,Chevrolet,1972,56053,40000
8476,Chevrolet,1996,82,3000
8477,Mercedes,1979,223780,3000
8478,Tesla,2010,69505,3000
8479,Honda,2021,67242,40000
8480,Mazda,1977,128174,3000
8481,Kia,1976,37706,3000
8482,Ford,2014,293315,3000
8483,Toyota,1991,282243,3000
8484,Hyundai,2001,286677,40000
8485,Nissan,2015,99892,40000
8486,Lamborghini,1992,212526,3000
8487,Mercedes,1997,86297,40000
8488,Ford,2018,178691,3000
8489,Mercedes,1978,172202,40000
8490,Nissan,1993,136963,40000
8491,Volkswagen,2010,158406,40000
8492,Kia,1985,65656,40000
8493,Tesla,2004,44768,40000
8494,Toyota,1979,52116,3000
8495,Jaguar,2019,119370,3000
8496,Nissan,1975,203020,3000
8497,Mazda,2006,109450,40000
8498,Mercedes,2005,72585,40000
8499,Jaguar,1988,97983,40000
8500,Land Rover,1981,235678,3000
8501,Porsche,1982,277825,3000
8502,Lamborghini,1980,149258,3000
8503,Kia,1988,143741,3000
8504,Porsche,1995,126653,40000
8505,Honda,2011,284646,3000
8506,Audi,2005,249232,40000
8507,Nissan,1991,238761,3000
8508,Porsche,2023,35280,3000
8509,Lamborghini,2012,67165,40000
8510,Kia,1983,144337,40000
8511,Volvo,1998,117947,40000
8512,Ford,2007,3294,3000
8513,Subaru,1992,85642,3000
8514,Ferrari,2000,84456,40000
8515,Subaru,2000,238318,3000
8516,Audi,2016,136069,3000
8517,Ford,1978,282390,40000
8518,Tesla,1988,295986,40000
8519,Hyundai,1997,27585,3000
8520,Land Rover,2002,4437,40000
8521,Kia,1979,261144,40000
8522,Honda,1977,280299,3000
8523,Lamborghini,1990,32448,40000
8524,Kia,1972,277002,3000
8525,BMW,2012,123559,3000
8526,Ford,1977,270412,3000
8527,Ferrari,2008,109950,3000
8528,Tesla,1993,204526,3000
8529,Subaru,1976,116288,3000
8530,Volvo,1985,142356,40000
8531,Chevrolet,1979,111867,3000
8532,Hyundai,2016,101762,40000
8533,Chevrolet,1990,286496,3000
8534,Jaguar,1983,196106,40000
8535,Ford,2010,118327,40000
8536,Mercedes,2010,227865,3000
8537,Subaru,1986,9764,40000
8538,Porsche,1979,142814,3000
8539,Nissan,2010,8258,3000
8540,BMW,1980,101780,3000
8541,Subaru,2000,294074,40000
8542,Audi,2012,240875,3000
8543,Tesla,2018,93487,40000
8544,Audi,1977,145548,3000
8545,Toyota,1977,278092,3000
8546,Jaguar,1982,248827,3000
8547,Land Rover,1977,95117,3000
8548,Suzuki,2003,200417,40000
8549,Subaru,2019,138046,40000
8550,Kia,1998,242669,40000
8551,Ford,2004,103696,40000
8552,Land Rover,2023,238364,40000
8553,Mazda,2019,217735,40000
8554,Nissan,1973,273119,40000
8555,Honda,2000,4892,3000
8556,Mazda,1988,48935,40000
8557,Mazda,1974,154252,3000
8558,Audi,1992,68930,40000
8559,Tesla,1988,175993,40000
8560,Mercedes,2017,123622,40000
8561,Hyundai,1978,193350,3000
8562,Volvo,1989,109899,40000
8563,Volkswagen,1974,27029,3000
8564,Volkswagen,2006,83745,3000
8565,Ford,1975,282363,40000
8566,Jaguar,2007,102823,3000
8567,Volvo,1992,21765,40000
8568,Volkswagen,2002,178638,40000
8569,Mazda,2007,222057,40000
8570,Audi,2000,205584,3000
8571,Lamborghini,2007,89493,3000
8572,Ford,2007,198425,3000
8573,Chevrolet,2009,3163,40000
8574,Hyundai,1982,162751,40000
8575,Toyota,1976,47201,40000
8576,Ferrari,2018,22111,3000
8577,Tesla,1975,253483,3000
8578,Suzuki,1987,149633,3000
8579,Chevrolet,2000,272223,40000
8580,Ferrari,2002,138617,3000
8581,Nissan,2004,131906,40000
8582,Ferrari,2000,140154,3000
8583,Porsche,1974,46435,3000
8584,Jaguar,2006,168802,40000
8585,Volvo,1993,133371,3000
8586,Honda,1985,73173,40000
8587,Suzuki,2017,207702,40000
8588,Mazda,1971,219159,40000
8589,Porsche,1989,66664,3000
8590,Honda,2019,97711,3000
8591,Audi,1981,84940,40000
8592,Volvo,1988,144947,40000
8593,Hyundai,1987,228309,40000
8594,Ferrari,1994,196927,40000
8595,Suzuki,1980,53574,40000
8596,Honda,2002,299825,40000
8597,Porsche,2016,198440,3000
8598,Tesla,1973,167705,3000
8599,Subaru,1977,90939,40000
8600,Tesla,2005,96432,40000
8601,Lamborghini,2005,162327,3000
8602,Jaguar,2022,92304,3000
8603,Toyota,2023,219004,3000
8604,Ferrari,1990,189150,40000
8605,Jaguar,2009,98437,40000
8606,Porsche,1989,281014,40000
8607,BMW,1988,28608,40000
8608,Mazda,2021,28306,40000
8609,Jaguar,1974,233534,40000
8610,BMW,2015,60707,40000
8611,Nissan,1993,269619,40000
8612,Land Rover,1988,130580,3000
8613,Volvo,1998,294040,3000
8614,Porsche,2020,99645,40000
8615,Toyota,2018,185618,40000
8616,Porsche,1979,132032,3000
8617,Porsche,2004,92223,3000
8618,Honda,2013,85051,3000
8619,Hyundai,1997,121104,3000
8620,Subaru,2018,38806,40000
8621,BMW,2015,38488,40000
8622,Suzuki,2017,286671,40000
8623,Mazda,1986,150292,3000
8624,Mazda,1990,69971,40000
8625,Hyundai,1975,193586,3000
8626,Toyota,2008,289707,40000
8627,BMW,2017,136787,3000
8628,Mercedes,1983,135618,40000
8629,Volvo,1982,197355,40000
8630,Volvo,1991,186663,3000
8631,Mazda,1982,155320,3000
8632,Volvo,1974,92469,40000
8633,Land Rover,2000,66365,3000
8634,Hyundai,2012,83075,40000
8635,Tesla,2002,173643,3000
8636,Ferrari,2019,170486,40000
8637,Volvo,1978,185679,40000
8638,Subaru,1999,154102,40000
8639,Kia,2017,30307,40000
8640,Hyundai,2010,61168,40000
8641,Porsche,2000,171722,40000
8642,Toyota,2007,232944,3000
8643,Honda,1971,68426,3000
8644,Kia,1999,64796,3000
8645,Volkswagen,2019,152027,40000
8646,Audi,1980,10722,40000
8647,Audi,1992,266567,3000
8648,Nissan,2000,133209,40000
8649,Honda,1972,184413,40000
8650,Volvo,2007,190003,3000
8651,Jaguar,1985,137286,3000
8652,Toyota,2015,132318,3000
8653,Land Rover,1988,42251,3000
8654,Volvo,1978,212775,40000
8655,Ford,2017,224825,3000
8656,Toyota,2019,201910,40000
8657,Suzuki,2015,33144,3000
8658,Land Rover,2018,123578,40000
8659,Volvo,2012,51490,40000
8660,Ford,2008,147459,3000
8661,Chevrolet,2013,292667,3000
8662,Honda,2023,23964,40000
8663,Mazda,1995,130617,3000
8664,Volvo,2008,4584,3000
8665,Volvo,1971,229667,3000
8666,Tesla,1999,169187,40000
8667,Mazda,2017,92167,3000
8668,Subaru,2004,263290,3000
8669,Toyota,1992,93790,3000
8670,BMW,2003,20523,3000
8671,Kia,1989,250612,3000
8672,Hyundai,1996,100470,3000
8673,Chevrolet,2007,259358,3000
8674,Tesla,1992,58176,40000
8675,Honda,1976,61407,3000
8676,Subaru,1975,173307,40000
8677,Honda,1980,142994,3000
8678,Chevrolet,1983,137218,40000
8679,Subaru,1982,269115,40000
8680,Audi,1971,31832,40000
8681,Toyota,2023,73730,40000
8682,Toyota,2009,190784,3000
8683,Lamborghini,2002,106251,40000
8684,Nissan,1976,80274,3000
8685,Land Rover,1987,122305,40000
8686,Volvo,2013,156015,3000
8687,Chevrolet,1974,124516,3000
8688,Nissan,1997,270328,40000
8689,Honda,1971,288554,3000
8690,BMW,2001,144044,3000
8691,Jaguar,1995,242999,3000
8692,Porsche,2019,124218,3000
8693,Tesla,2013,17751,40000
8694,Ferrari,1999,240360,40000
8695,Tesla,1982,141452,3000
8696,Mercedes,2019,141976,3000
8697,Ferrari,1976,61223,40000
8698,Volvo,2014,158263,40000
8699,BMW,2012,272653,3000
8700,Mercedes,1994,31088,3000
8701,Subaru,1981,93299,40000
8702,Ford,1983,235547,40000
8703,Tesla,1971,152471,3000
8704,Mazda,1999,116114,40000
8705,Jaguar,2008,39205,3000
8706,Jaguar,2018,129799,3000
8707,Mazda,1997,53463,40000
8708,Ferrari,1986,193662,40000
8709,Subaru,1999,138983,40000
